Service_Component_WBS_aff,Urgency,KM_number,Count_Related_Interactions,Count_Related_Incidents,Count_Related_Changes,SLAFail,Open_Time_HourOfDay,Open_Time_DayOfWeek,CI_TypeSubType_aff
WBS000073,4 Low,KM0000738,1.0,0.0,0.0,0,9,Tuesday,subapplication-Web Based Application
WBS000263,4 Low,KM0000592,1.0,0.0,0.0,1,9,Tuesday,application-Server Based Application
WBS000073,4 Low,KM0002188,1.0,0.0,0.0,0,9,Tuesday,application-Server Based Application
WBS000089,4 Low,KM0001019,1.0,0.0,0.0,1,9,Tuesday,application-Desktop Application
WBS000073,5 Very Low,KM0001559,1.0,0.0,0.0,0,9,Tuesday,application-Server Based Application
WBS000088,4 Low,KM0002171,1.0,0.0,0.0,0,9,Tuesday,application-Web Based Application
WBS000073,4 Low,KM0001829,1.0,0.0,0.0,0,9,Tuesday,application-Server Based Application
WBS000073,3 Medium,KM0001036,1.0,0.0,0.0,0,9,Tuesday,subapplication-Web Based Application
WBS000263,4 Low,KM0001106,1.0,0.0,0.0,1,10,Tuesday,application-Server Based Application
WBS000073,4 Low,KM0001089,1.0,0.0,0.0,0,10,Tuesday,subapplication-Web Based Application
WBS000101,3 Medium,KM0001221,1.0,0.0,0.0,1,10,Tuesday,application-Server Based Application
WBS000073,4 Low,KM0001828,1.0,0.0,0.0,0,10,Tuesday,application-Server Based Application
WBS000239,4 Low,KM0000283,1.0,0.0,0.0,1,10,Tuesday,database-Database
WBS000073,5 Very Low,KM0000784,1.0,0.0,0.0,1,10,Tuesday,application-Web Based Application
WBS000073,4 Low,KM0002199,1.0,0.0,0.0,0,10,Tuesday,subapplication-Web Based Application
WBS000073,4 Low,KM0002145,1.0,0.0,0.0,0,10,Tuesday,application-Server Based Application
WBS000073,4 Low,KM0001281,1.0,0.0,0.0,0,10,Tuesday,subapplication-Web Based Application
WBS000223,4 Low,KM0001308,1.0,0.0,0.0,1,10,Tuesday,application-Server Based Application
WBS000263,4 Low,KM0001106,1.0,0.0,0.0,0,10,Tuesday,application-Server Based Application
WBS000073,4 Low,KM0001829,1.0,0.0,0.0,0,11,Tuesday,application-Server Based Application
WBS000073,4 Low,KM0000741,1.0,0.0,0.0,0,11,Tuesday,subapplication-Web Based Application
WBS000318,4 Low,KM0001401,1.0,0.0,0.0,0,11,Tuesday,application-Web Based Application
WBS000073,5 Very Low,KM0000703,1.0,0.0,0.0,0,11,Tuesday,subapplication-Web Based Application
WBS000073,4 Low,KM0001829,1.0,0.0,0.0,0,11,Tuesday,application-Server Based Application
WBS000167,5 Very Low,KM0000072,1.0,0.0,0.0,1,11,Tuesday,application-Web Based Application
WBS000073,4 Low,KM0001829,1.0,0.0,0.0,0,11,Tuesday,application-Server Based Application
WBS000326,3 Medium,KM0001490,1.0,0.0,0.0,1,12,Tuesday,application-Server Based Application
WBS000073,4 Low,KM0000738,1.0,0.0,0.0,0,9,Tuesday,subapplication-Web Based Application
WBS000199,3 Medium,KM0000940,1.0,0.0,0.0,0,9,Tuesday,computer-zOS Cluster
WBS000073,4 Low,KM0000738,1.0,0.0,0.0,0,9,Tuesday,subapplication-Web Based Application
WBS000016,3 Medium,KM0000938,1.0,0.0,0.0,0,9,Tuesday,application-Server Based Application
WBS000073,4 Low,KM0001829,1.0,0.0,0.0,0,9,Tuesday,application-Server Based Application
WBS000263,4 Low,KM0001106,2.0,0.0,0.0,1,9,Tuesday,application-Server Based Application
WBS000318,4 Low,KM0000846,1.0,0.0,0.0,1,9,Tuesday,application-Web Based Application
WBS000073,4 Low,KM0001040,1.0,0.0,0.0,0,9,Tuesday,application-Web Based Application
WBS000073,4 Low,KM0001915,1.0,0.0,0.0,0,9,Tuesday,application-Server Based Application
WBS000094,5 Very Low,KM0001655,1.0,0.0,0.0,0,9,Tuesday,application-Desktop Application
WBS000073,4 Low,KM0002135,1.0,0.0,0.0,0,10,Tuesday,application-Server Based Application
WBS000073,4 Low,KM0001624,1.0,0.0,0.0,0,10,Tuesday,application-Web Based Application
WBS000073,4 Low,KM0000751,1.0,0.0,0.0,0,10,Tuesday,subapplication-Web Based Application
WBS000108,4 Low,KM0000533,1.0,0.0,0.0,1,10,Tuesday,application-Server Based Application
WBS000199,3 Medium,KM0000940,1.0,0.0,0.0,0,10,Tuesday,software-System Software
WBS000073,4 Low,KM0001179,1.0,0.0,0.0,0,10,Tuesday,subapplication-Web Based Application
WBS000263,4 Low,KM0001106,1.0,1.0,0.0,1,10,Tuesday,application-Server Based Application
WBS000073,4 Low,KM0002015,1.0,0.0,0.0,0,10,Tuesday,subapplication-Web Based Application
WBS000091,3 Medium,KM0001012,1.0,0.0,0.0,1,10,Tuesday,application-Desktop Application
WBS000152,5 Very Low,KM0000075,1.0,0.0,0.0,0,10,Tuesday,application-Web Based Application
WBS000048,4 Low,KM0000310,1.0,0.0,0.0,0,10,Tuesday,application-Server Based Application
WBS000292,4 Low,KM0001131,1.0,0.0,0.0,0,10,Tuesday,application-Citrix
WBS000223,4 Low,KM0000083,1.0,0.0,0.0,1,10,Tuesday,application-Server Based Application
WBS000152,5 Very Low,KM0001792,1.0,0.0,0.0,0,10,Tuesday,application-Server Based Application
WBS000073,4 Low,KM0002186,1.0,0.0,0.0,1,10,Tuesday,subapplication-Web Based Application
WBS000073,4 Low,KM0000707,1.0,0.0,0.0,1,10,Tuesday,subapplication-Web Based Application
WBS000091,4 Low,KM0000316,1.0,0.0,0.0,1,10,Tuesday,displaydevice-Monitor
WBS000073,4 Low,KM0001455,1.0,0.0,0.0,0,10,Tuesday,application-Server Based Application
WBS000016,3 Medium,KM0000938,1.0,0.0,0.0,0,10,Tuesday,application-Server Based Application
WBS000073,4 Low,KM0002145,1.0,0.0,0.0,0,11,Tuesday,application-Server Based Application
WBS000073,4 Low,KM0001346,2.0,0.0,0.0,1,11,Tuesday,application-Client Based Application
WBS000073,4 Low,KM0001685,1.0,0.0,0.0,0,11,Tuesday,application-Web Based Application
WBS000263,4 Low,KM0001106,1.0,1.0,0.0,1,9,Tuesday,application-Server Based Application
WBS000044,3 Medium,KM0001768,1.0,0.0,0.0,0,9,Tuesday,application-Server Based Application
WBS000073,4 Low,KM0000720,1.0,0.0,0.0,0,9,Tuesday,application-Web Based Application
WBS000016,3 Medium,KM0000938,1.0,0.0,0.0,1,9,Tuesday,application-Server Based Application
WBS000318,5 Very Low,KM0000836,1.0,0.0,0.0,1,9,Tuesday,application-Web Based Application
WBS000073,4 Low,KM0000738,1.0,0.0,0.0,0,10,Tuesday,subapplication-Web Based Application
WBS000228,3 Medium,KM0001710,1.0,0.0,0.0,1,10,Tuesday,application-Server Based Application
WBS000073,4 Low,KM0001081,2.0,0.0,0.0,1,10,Tuesday,application-Web Based Application
WBS000318,5 Very Low,KM0000836,1.0,0.0,0.0,0,10,Tuesday,application-Web Based Application
WBS000318,5 Very Low,KM0000836,1.0,0.0,0.0,0,10,Tuesday,application-Web Based Application
WBS000073,4 Low,KM0000830,1.0,0.0,0.0,1,10,Tuesday,subapplication-Web Based Application
WBS000073,4 Low,KM0002015,1.0,0.0,0.0,0,11,Tuesday,subapplication-Web Based Application
WBS000263,4 Low,KM0001106,1.0,0.0,0.0,0,12,Tuesday,application-Server Based Application
WBS000073,4 Low,KM0001314,1.0,0.0,0.0,1,12,Tuesday,application-Server Based Application
WBS000015,4 Low,KM0000453,1.0,0.0,0.0,0,12,Tuesday,subapplication-Web Based Application
WBS000094,5 Very Low,KM0000539,1.0,0.0,0.0,0,12,Tuesday,application-Desktop Application
WBS000073,4 Low,KM0001729,1.0,0.0,0.0,1,13,Tuesday,subapplication-Web Based Application
WBS000013,3 Medium,KM0000052,1.0,0.0,0.0,1,11,Tuesday,application-Server Based Application
WBS000073,4 Low,KM0001786,1.0,0.0,0.0,0,11,Tuesday,application-Server Based Application
WBS000023,4 Low,KM0000283,1.0,0.0,0.0,0,11,Tuesday,application-Server Based Application
WBS000152,5 Very Low,KM0000079,1.0,0.0,0.0,1,11,Tuesday,application-Web Based Application
WBS000015,4 Low,KM0000453,1.0,0.0,0.0,1,11,Tuesday,subapplication-Web Based Application
WBS000066,5 Very Low,KM0000931,1.0,0.0,0.0,1,11,Tuesday,subapplication-Web Based Application
WBS000073,4 Low,KM0001773,1.0,0.0,0.0,1,11,Tuesday,application-Server Based Application
WBS000199,4 Low,KM0001219,1.0,0.0,0.0,0,11,Tuesday,application-Server Based Application
WBS000023,3 Medium,KM0000940,1.0,0.0,0.0,0,11,Tuesday,application-Server Based Application
WBS000073,4 Low,KM0001829,1.0,0.0,0.0,0,11,Tuesday,application-Server Based Application
WBS000150,4 Low,KM0000382,2.0,0.0,0.0,0,11,Tuesday,application-Server Based Application
WBS000073,4 Low,KM0000708,1.0,0.0,0.0,0,11,Tuesday,subapplication-Web Based Application
WBS000264,5 Very Low,KM0001622,1.0,0.0,0.0,0,11,Tuesday,application-Server Based Application
WBS000264,5 Very Low,KM0001622,1.0,0.0,0.0,1,11,Tuesday,application-Server Based Application
WBS000073,4 Low,KM0002015,1.0,0.0,0.0,0,11,Tuesday,subapplication-Web Based Application
WBS000073,4 Low,KM0001728,1.0,0.0,0.0,0,11,Tuesday,subapplication-Web Based Application
WBS000073,4 Low,KM0001685,1.0,0.0,0.0,0,12,Tuesday,application-Web Based Application
WBS000073,4 Low,KM0000738,1.0,0.0,0.0,0,12,Tuesday,subapplication-Web Based Application
WBS000073,5 Very Low,KM0000795,1.0,0.0,0.0,1,12,Tuesday,subapplication-Web Based Application
WBS000073,4 Low,KM0002016,1.0,0.0,0.0,0,12,Tuesday,application-Server Based Application
WBS000171,5 Very Low,KM0000698,1.0,0.0,0.0,1,13,Tuesday,application-Web Based Application
WBS000014,4 Low,KM0000089,1.0,0.0,0.0,1,13,Tuesday,application-Server Based Application
WBS000073,4 Low,KM0001829,1.0,0.0,0.0,0,13,Tuesday,application-Server Based Application
WBS000055,4 Low,KM0000401,1.0,0.0,0.0,1,14,Tuesday,application-Web Based Application
WBS000280,3 Medium,KM0000963,1.0,0.0,0.0,0,14,Tuesday,networkcomponents-Network Component
WBS000162,4 Low,KM0000553,1.0,0.0,1.0,1,14,Tuesday,subapplication-Web Based Application
WBS000099,3 Medium,KM0000017,1.0,0.0,0.0,0,14,Tuesday,application-Server Based Application
WBS000088,4 Low,KM0002171,1.0,0.0,0.0,1,14,Tuesday,application-Web Based Application
WBS000073,4 Low,KM0001013,1.0,0.0,0.0,0,14,Tuesday,subapplication-Web Based Application
WBS000073,4 Low,KM0002186,1.0,0.0,0.0,1,15,Tuesday,subapplication-Web Based Application
WBS000162,4 Low,KM0001509,1.0,0.0,0.0,1,15,Tuesday,subapplication-Web Based Application
WBS000146,2 High,KM0000274,1.0,0.0,0.0,1,15,Tuesday,computer-Banking Device
WBS000167,5 Very Low,KM0000072,1.0,0.0,0.0,1,11,Tuesday,application-Web Based Application
WBS000073,4 Low,KM0000738,1.0,0.0,0.0,0,11,Tuesday,subapplication-Web Based Application
WBS000162,4 Low,KM0000553,1.0,0.0,0.0,0,11,Tuesday,subapplication-Web Based Application
WBS000146,2 High,KM0000274,1.0,0.0,0.0,1,11,Tuesday,computer-Banking Device
WBS000088,4 Low,KM0000611,1.0,0.0,0.0,1,11,Tuesday,application-Web Based Application
WBS000094,5 Very Low,KM0001655,1.0,0.0,0.0,0,11,Tuesday,application-Desktop Application
WBS000247,4 Low,KM0000679,1.0,0.0,0.0,0,11,Tuesday,application-Server Based Application
WBS000088,4 Low,KM0000611,1.0,0.0,0.0,1,11,Tuesday,application-Web Based Application
WBS000073,5 Very Low,KM0000711,1.0,0.0,0.0,1,12,Tuesday,application-Web Based Application
WBS000088,4 Low,KM0000553,1.0,0.0,0.0,1,12,Tuesday,application-Web Based Application
WBS000161,5 Very Low,KM0000571,1.0,0.0,0.0,0,12,Tuesday,computer-Linux Server
WBS000073,4 Low,KM0001685,1.0,0.0,0.0,0,12,Tuesday,application-Web Based Application
WBS000298,4 Low,KM0001552,1.0,0.0,0.0,1,12,Tuesday,application-Web Based Application
WBS000073,4 Low,KM0001311,1.0,0.0,0.0,1,12,Tuesday,application-Web Based Application
WBS000054,4 Low,KM0001616,1.0,0.0,0.0,1,13,Tuesday,subapplication-Server Based Application
WBS000073,4 Low,KM0000705,1.0,0.0,0.0,0,13,Tuesday,subapplication-Web Based Application
WBS000073,4 Low,KM0001829,1.0,0.0,0.0,0,13,Tuesday,application-Server Based Application
WBS000092,4 Low,KM0001899,1.0,0.0,0.0,1,13,Tuesday,application-Desktop Application
WBS000073,4 Low,KM0000738,1.0,0.0,0.0,0,13,Tuesday,subapplication-Web Based Application
WBS000017,4 Low,KM0000096,1.0,0.0,0.0,0,13,Tuesday,application-Server Based Application
WBS000073,4 Low,KM0001363,1.0,0.0,0.0,0,13,Tuesday,application-Server Based Application
WBS000249,4 Low,KM0001322,1.0,0.0,0.0,0,13,Tuesday,application-Server Based Application
WBS000111,5 Very Low,KM0002029,1.0,0.0,0.0,1,13,Tuesday,application-Desktop Application
WBS000111,5 Very Low,KM0002029,1.0,0.0,0.0,1,13,Tuesday,application-Desktop Application
WBS000152,5 Very Low,KM0001792,2.0,0.0,0.0,0,13,Tuesday,application-Server Based Application
WBS000318,4 Low,KM0000846,2.0,0.0,0.0,1,13,Tuesday,application-Web Based Application
WBS000162,4 Low,KM0000555,1.0,0.0,0.0,0,13,Tuesday,subapplication-Web Based Application
WBS000073,4 Low,KM0001829,1.0,0.0,0.0,0,13,Tuesday,application-Server Based Application
WBS000073,4 Low,KM0000738,1.0,0.0,0.0,0,14,Tuesday,subapplication-Web Based Application
WBS000073,4 Low,KM0001890,1.0,0.0,0.0,1,14,Tuesday,application-Server Based Application
WBS000073,4 Low,KM0000738,1.0,0.0,0.0,0,14,Tuesday,subapplication-Web Based Application
WBS000098,4 Low,KM0001435,1.0,0.0,0.0,1,12,Tuesday,subapplication-Citrix
WBS000073,4 Low,KM0000720,2.0,0.0,0.0,1,12,Tuesday,application-Web Based Application
WBS000099,4 Low,KM0000224,1.0,0.0,0.0,0,12,Tuesday,application-Server Based Application
WBS000099,4 Low,KM0000224,1.0,0.0,0.0,0,12,Tuesday,application-Server Based Application
WBS000073,4 Low,KM0000751,1.0,0.0,0.0,0,12,Tuesday,subapplication-Web Based Application
WBS000280,3 Medium,KM0000963,1.0,0.0,0.0,0,13,Tuesday,networkcomponents-Network Component
WBS000073,4 Low,KM0002188,1.0,0.0,0.0,1,13,Tuesday,application-Server Based Application
WBS000073,4 Low,KM0000738,1.0,0.0,0.0,0,13,Tuesday,subapplication-Web Based Application
WBS000096,4 Low,KM0001544,1.0,0.0,0.0,0,13,Tuesday,officeelectronics-Printer
WBS000073,4 Low,KM0001685,1.0,0.0,0.0,0,13,Tuesday,application-Web Based Application
WBS000073,4 Low,KM0001930,2.0,0.0,0.0,1,13,Tuesday,application-Server Based Application
WBS000280,3 Medium,KM0000963,1.0,0.0,0.0,0,13,Tuesday,networkcomponents-Network Component
WBS000073,4 Low,KM0001736,1.0,0.0,0.0,0,14,Tuesday,subapplication-Web Based Application
WBS000016,3 Medium,KM0000938,1.0,0.0,0.0,0,14,Tuesday,application-Server Based Application
WBS000152,5 Very Low,KM0000075,1.0,0.0,0.0,0,14,Tuesday,application-Web Based Application
WBS000073,4 Low,KM0001521,1.0,0.0,0.0,0,14,Tuesday,subapplication-Web Based Application
WBS000263,4 Low,KM0001106,1.0,0.0,0.0,0,14,Tuesday,application-Server Based Application
WBS000073,4 Low,KM0001365,1.0,0.0,0.0,0,14,Tuesday,application-Server Based Application
WBS000073,5 Very Low,KM0001734,2.0,0.0,0.0,1,15,Tuesday,application-Web Based Application
WBS000307,3 Medium,KM0001350,1.0,0.0,0.0,0,15,Tuesday,application-Server Based Application
WBS000073,4 Low,KM0001685,1.0,0.0,0.0,0,15,Tuesday,application-Web Based Application
WBS000073,4 Low,KM0000751,2.0,0.0,0.0,1,15,Tuesday,subapplication-Web Based Application
WBS000263,4 Low,KM0001106,1.0,0.0,0.0,1,15,Tuesday,application-Server Based Application
WBS000318,4 Low,KM0001401,1.0,0.0,0.0,1,15,Tuesday,application-Web Based Application
WBS000073,4 Low,KM0002043,1.0,0.0,0.0,0,16,Tuesday,application-Web Based Application
WBS000073,4 Low,KM0001736,1.0,0.0,0.0,0,16,Tuesday,subapplication-Web Based Application
WBS000073,4 Low,KM0001152,1.0,0.0,0.0,1,16,Tuesday,application-Web Based Application
WBS000073,4 Low,KM0002043,1.0,0.0,0.0,0,15,Tuesday,application-Web Based Application
WBS000093,4 Low,KM0001334,1.0,0.0,0.0,1,16,Tuesday,application-Desktop Application
WBS000223,4 Low,KM0000979,1.0,0.0,0.0,1,16,Tuesday,application-Server Based Application
WBS000120,4 Low,KM0002226,1.0,0.0,0.0,1,17,Tuesday,computer-X86 Server
WBS000307,3 Medium,KM0001350,1.0,0.0,0.0,0,17,Thursday,application-Server Based Application
WBS000091,5 Very Low,KM0001447,1.0,0.0,0.0,0,9,Friday,computer-Laptop
WBS000073,4 Low,KM0000794,1.0,0.0,0.0,1,10,Friday,application-Web Based Application
WBS000162,4 Low,KM0000553,1.0,0.0,0.0,1,10,Friday,subapplication-Web Based Application
WBS000166,3 Medium,KM0000578,1.0,0.0,0.0,0,10,Friday,hardware-DataCenterEquipment
WBS000088,4 Low,KM0000611,1.0,0.0,0.0,1,10,Friday,application-Web Based Application
WBS000073,4 Low,KM0002042,1.0,0.0,0.0,0,10,Friday,application-Server Based Application
WBS000016,3 Medium,KM0000938,1.0,0.0,0.0,0,10,Friday,application-Server Based Application
WBS000073,4 Low,KM0001736,1.0,0.0,0.0,0,11,Friday,subapplication-Web Based Application
WBS000152,5 Very Low,KM0000075,1.0,0.0,0.0,0,11,Friday,application-Web Based Application
WBS000255,4 Low,KM0000588,1.0,0.0,0.0,0,13,Friday,application-Server Based Application
WBS000096,4 Low,KM0001026,1.0,0.0,0.0,0,13,Friday,application-Desktop Application
WBS000073,4 Low,KM0000741,1.0,0.0,0.0,1,13,Friday,subapplication-Web Based Application
WBS000073,4 Low,KM0000746,1.0,0.0,0.0,0,14,Tuesday,subapplication-Web Based Application
WBS000073,4 Low,KM0001609,1.0,0.0,0.0,0,14,Tuesday,application-Web Based Application
WBS000073,4 Low,KM0001828,1.0,0.0,0.0,0,14,Tuesday,application-Server Based Application
WBS000073,4 Low,KM0000738,1.0,0.0,0.0,0,14,Tuesday,subapplication-Web Based Application
WBS000073,4 Low,KM0000816,1.0,0.0,0.0,1,14,Tuesday,subapplication-Web Based Application
WBS000073,4 Low,KM0001829,1.0,0.0,0.0,0,14,Tuesday,application-Server Based Application
WBS000073,4 Low,KM0001829,1.0,0.0,0.0,0,15,Tuesday,application-Server Based Application
WBS000223,4 Low,KM0000083,1.0,0.0,0.0,1,15,Tuesday,application-Server Based Application
WBS000073,5 Very Low,KM0001669,1.0,0.0,0.0,1,15,Tuesday,application-Web Based Application
WBS000263,4 Low,KM0001106,2.0,0.0,0.0,1,15,Tuesday,application-Server Based Application
WBS000095,2 High,KM0001545,1.0,0.0,0.0,0,15,Tuesday,subapplication-Server Based Application
WBS000073,4 Low,KM0001685,1.0,0.0,0.0,0,15,Tuesday,application-Web Based Application
WBS000073,4 Low,KM0000818,1.0,0.0,0.0,0,15,Tuesday,subapplication-Web Based Application
WBS000066,4 Low,KM0000931,1.0,0.0,0.0,0,15,Tuesday,subapplication-Web Based Application
WBS000089,3 Medium,KM0001973,1.0,1.0,0.0,1,15,Tuesday,application-Desktop Application
WBS000092,4 Low,KM0000468,1.0,1.0,0.0,1,15,Tuesday,application-Desktop Application
WBS000055,4 Low,KM0000401,1.0,0.0,0.0,1,15,Tuesday,application-Web Based Application
WBS000091,5 Very Low,KM0001446,1.0,0.0,0.0,1,15,Tuesday,computer-Desktop
WBS000091,5 Very Low,KM0001444,1.0,0.0,0.0,1,15,Tuesday,computer-Laptop
WBS000318,4 Low,KM0000846,1.0,0.0,0.0,1,15,Tuesday,application-Web Based Application
WBS000268,4 Low,KM0000368,1.0,0.0,0.0,0,15,Tuesday,application-Server Based Application
WBS000073,4 Low,KM0001152,1.0,1.0,0.0,1,15,Tuesday,application-Web Based Application
WBS000073,4 Low,KM0001539,1.0,0.0,0.0,1,16,Tuesday,application-Server Based Application
WBS000073,4 Low,KM0001829,1.0,0.0,0.0,0,16,Tuesday,application-Server Based Application
WBS000264,5 Very Low,KM0001622,1.0,0.0,0.0,0,16,Tuesday,application-Server Based Application
WBS000077,4 Low,KM0000563,1.0,0.0,0.0,1,16,Tuesday,application-Server Based Application
WBS000073,4 Low,KM0001685,1.0,0.0,0.0,0,16,Tuesday,application-Web Based Application
WBS000073,4 Low,KM0001394,1.0,0.0,0.0,0,16,Tuesday,application-Web Based Application
WBS000073,4 Low,KM0000702,1.0,0.0,0.0,1,16,Tuesday,subapplication-Web Based Application
WBS000073,4 Low,KM0000738,1.0,0.0,0.0,1,16,Tuesday,subapplication-Web Based Application
WBS000073,5 Very Low,KM0000711,1.0,0.0,0.0,1,16,Tuesday,application-Web Based Application
WBS000162,4 Low,KM0000553,1.0,2.0,0.0,1,15,Tuesday,subapplication-Web Based Application
WBS000162,4 Low,KM0000553,1.0,1.0,0.0,1,15,Tuesday,subapplication-Web Based Application
WBS000073,4 Low,KM0000825,2.0,0.0,0.0,1,15,Tuesday,application-Web Based Application
WBS000012,3 Medium,KM0000576,1.0,0.0,0.0,1,15,Tuesday,application-Web Based Application
WBS000162,5 Very Low,KM0000555,1.0,0.0,0.0,1,15,Tuesday,subapplication-Web Based Application
WBS000255,3 Medium,KM0000588,1.0,0.0,0.0,1,15,Tuesday,application-Server Based Application
WBS000088,4 Low,KM0000611,1.0,0.0,0.0,1,15,Tuesday,application-Web Based Application
WBS000162,3 Medium,KM0002204,1.0,0.0,0.0,1,16,Tuesday,application-Web Based Application
WBS000073,4 Low,KM0000738,1.0,0.0,0.0,0,16,Tuesday,subapplication-Web Based Application
WBS000223,4 Low,KM0000979,1.0,0.0,0.0,1,16,Tuesday,application-Server Based Application
WBS000073,4 Low,KM0001685,1.0,0.0,0.0,0,16,Tuesday,application-Web Based Application
WBS000013,3 Medium,KM0000895,1.0,0.0,0.0,0,11,Wednesday,application-Server Based Application
WBS000073,4 Low,KM0000746,1.0,0.0,0.0,0,9,Friday,subapplication-Web Based Application
WBS000182,3 Medium,KM0001141,1.0,0.0,0.0,0,9,Friday,storage-SAN
WBS000073,4 Low,KM0001366,1.0,0.0,0.0,1,9,Friday,application-Server Based Application
WBS000088,5 Very Low,KM0000424,2.0,0.0,0.0,1,9,Friday,application-Web Based Application
WBS000223,4 Low,KM0000083,1.0,0.0,0.0,1,9,Friday,application-Server Based Application
WBS000073,4 Low,KM0001365,1.0,0.0,0.0,1,10,Friday,application-Server Based Application
WBS000326,3 Medium,KM0001491,1.0,0.0,0.0,0,11,Friday,officeelectronics-Scanner
WBS000073,4 Low,KM0001914,1.0,0.0,0.0,0,11,Friday,application-Web Based Application
WBS000013,3 Medium,KM0000052,1.0,0.0,0.0,0,11,Friday,application-Server Based Application
WBS000073,4 Low,KM0001452,1.0,0.0,0.0,1,11,Friday,application-Web Based Application
WBS000014,3 Medium,KM0000426,1.0,0.0,0.0,0,11,Friday,application-Server Based Application
WBS000094,5 Very Low,KM0001205,1.0,0.0,0.0,1,12,Friday,application-Desktop Application
WBS000073,4 Low,KM0001363,1.0,0.0,0.0,1,12,Friday,application-Server Based Application
WBS000054,4 Low,KM0001616,1.0,0.0,0.0,1,12,Friday,subapplication-Server Based Application
WBS000299,3 Medium,KM0002226,1.0,0.0,0.0,0,12,Friday,computer-Linux Server
WBS000073,4 Low,KM0002044,1.0,0.0,0.0,0,12,Friday,application-Server Based Application
WBS000299,3 Medium,KM0002226,1.0,0.0,0.0,1,12,Friday,computer-Linux Server
WBS000299,3 Medium,KM0002226,1.0,0.0,0.0,0,12,Friday,computer-Linux Server
WBS000073,4 Low,KM0000760,1.0,0.0,0.0,0,13,Friday,subapplication-Web Based Application
WBS000073,4 Low,KM0001297,1.0,0.0,0.0,1,17,Tuesday,application-Web Based Application
WBS000091,5 Very Low,KM0001443,2.0,0.0,0.0,0,8,Friday,computer-Desktop
WBS000263,4 Low,KM0001106,1.0,0.0,0.0,1,9,Friday,application-Server Based Application
WBS000023,4 Low,KM0000283,1.0,0.0,0.0,0,10,Friday,application-Server Based Application
WBS000054,4 Low,KM0001616,1.0,0.0,0.0,0,10,Friday,subapplication-Server Based Application
WBS000128,4 Low,KM0002059,1.0,0.0,0.0,0,10,Friday,application-Server Based Application
WBS000027,4 Low,KM0000156,1.0,0.0,0.0,0,11,Friday,application-Server Based Application
WBS000152,3 Medium,KM0000075,1.0,0.0,0.0,0,12,Friday,application-Web Based Application
WBS000128,4 Low,KM0002059,1.0,0.0,0.0,0,13,Friday,application-Server Based Application
WBS000073,4 Low,KM0001914,1.0,0.0,0.0,0,13,Friday,application-Web Based Application
WBS000055,4 Low,KM0000401,1.0,0.0,0.0,1,13,Friday,application-Web Based Application
WBS000015,5 Very Low,KM0000455,1.0,0.0,0.0,1,13,Friday,subapplication-Web Based Application
WBS000295,4 Low,KM0001508,1.0,0.0,0.0,0,14,Friday,subapplication-Server Based Application
WBS000073,4 Low,KM0001224,1.0,0.0,0.0,1,14,Friday,application-Web Based Application
WBS000162,4 Low,KM0000553,1.0,0.0,0.0,1,14,Friday,subapplication-Web Based Application
WBS000162,4 Low,KM0000553,1.0,1.0,0.0,1,15,Friday,subapplication-Web Based Application
WBS000023,3 Medium,KM0000940,1.0,0.0,0.0,0,15,Friday,application-Server Based Application
WBS000073,4 Low,KM0001915,1.0,0.0,0.0,0,15,Friday,application-Server Based Application
WBS000073,4 Low,KM0000778,1.0,0.0,0.0,1,15,Friday,subapplication-Web Based Application
WBS000073,4 Low,KM0000702,1.0,0.0,0.0,0,16,Friday,subapplication-Web Based Application
WBS000264,5 Very Low,KM0001622,1.0,0.0,0.0,0,16,Friday,application-Server Based Application
WBS000073,4 Low,KM0002186,1.0,0.0,0.0,1,16,Friday,subapplication-Web Based Application
WBS000263,4 Low,KM0001106,1.0,0.0,0.0,1,16,Friday,application-Server Based Application
WBS000296,4 Low,KM0001035,1.0,0.0,0.0,1,17,Friday,application-Server Based Application
WBS000162,4 Low,KM0001686,1.0,0.0,0.0,1,17,Friday,subapplication-Web Based Application
WBS000073,4 Low,KM0000819,1.0,0.0,0.0,1,17,Friday,application-Web Based Application
WBS000218,4 Low,KM0001423,1.0,0.0,0.0,1,19,Tuesday,application-Desktop Application
WBS000123,2 High,KM0000488,1.0,0.0,0.0,1,23,Thursday,no type-no subtype
WBS000073,3 Medium,KM0000773,1.0,0.0,0.0,0,8,Friday,application-Web Based Application
WBS000165,3 Medium,KM0001445,2.0,0.0,0.0,0,8,Friday,application-Server Based Application
WBS000128,4 Low,KM0002125,1.0,0.0,0.0,1,8,Friday,storage-SAN
WBS000091,5 Very Low,KM0001447,1.0,0.0,0.0,1,9,Friday,computer-Laptop
WBS000073,5 Very Low,KM0000711,2.0,0.0,0.0,1,9,Friday,application-Web Based Application
WBS000223,4 Low,KM0000060,1.0,0.0,0.0,0,9,Friday,application-Server Based Application
WBS000073,4 Low,KM0001736,1.0,0.0,0.0,0,9,Friday,subapplication-Web Based Application
WBS000073,4 Low,KM0002043,1.0,0.0,0.0,0,10,Friday,application-Web Based Application
WBS000023,5 Very Low,KM0000134,1.0,0.0,0.0,1,10,Friday,application-Server Based Application
WBS000073,4 Low,KM0000847,1.0,0.0,0.0,0,10,Friday,subapplication-Web Based Application
WBS000073,4 Low,KM0002186,1.0,0.0,0.0,0,10,Friday,subapplication-Web Based Application
WBS000162,5 Very Low,KM0000555,1.0,0.0,0.0,1,10,Friday,subapplication-Web Based Application
