CI_Name_aff,Service_Component_WBS_aff,Impact,Urgency,KM_number,Count_Related_Interactions,Count_Related_Incidents,Count_Related_Changes,SLAFail,Open_Time_HourOfDay,Open_Time_DayOfWeek,CI_TypeSubType_aff
WBA000060,WBS000073,4 Low,4 Low,KM0001228,1.0,0.0,0.0,0,14,Monday,application-Web Based Application
DTA000057,WBS000094,5 Very Low,5 Very Low,KM0001655,1.0,0.0,0.0,0,14,Monday,application-Desktop Application
SUB000004,WBS000096,3 Medium,3 Medium,KM0001130,1.0,0.0,0.0,0,14,Monday,subapplication-Client Based Application
SBA000462,WBS000073,4 Low,4 Low,KM0001915,1.0,0.0,0.0,0,14,Monday,application-Server Based Application
SUB000456,WBS000073,4 Low,4 Low,KM0002015,1.0,0.0,0.0,0,14,Monday,subapplication-Web Based Application
WBA000119,WBS000325,5 Very Low,5 Very Low,KM0001705,1.0,0.0,0.0,0,14,Monday,application-Web Based Application
WBA000133,WBS000073,4 Low,4 Low,KM0001157,1.0,0.0,0.0,1,14,Monday,application-Web Based Application
SUB000523,WBS000073,4 Low,4 Low,KM0000818,1.0,0.0,0.0,0,15,Monday,subapplication-Web Based Application
LAP000017,WBS000091,5 Very Low,5 Very Low,KM0001447,1.0,0.0,0.0,0,15,Monday,computer-Laptop
SUB000424,WBS000073,5 Very Low,5 Very Low,KM0000703,1.0,0.0,0.0,0,15,Monday,subapplication-Web Based Application
SUB000424,WBS000073,5 Very Low,5 Very Low,KM0000703,1.0,0.0,0.0,0,15,Monday,subapplication-Web Based Application
SUB000424,WBS000073,5 Very Low,5 Very Low,KM0000703,1.0,0.0,0.0,0,15,Monday,subapplication-Web Based Application
SUB000424,WBS000073,5 Very Low,5 Very Low,KM0000703,1.0,0.0,0.0,0,15,Monday,subapplication-Web Based Application
SUB000456,WBS000073,4 Low,4 Low,KM0000751,1.0,0.0,0.0,0,15,Monday,subapplication-Web Based Application
SBA000607,WBS000263,5 Very Low,5 Very Low,KM0000592,1.0,0.0,0.0,0,16,Monday,application-Server Based Application
SBA000317,WBS000048,3 Medium,4 Low,KM0000283,1.0,0.0,0.0,0,16,Monday,application-Server Based Application
SBA000607,WBS000263,4 Low,4 Low,KM0001106,1.0,1.0,0.0,0,16,Monday,application-Server Based Application
WBA000144,WBS000318,4 Low,4 Low,KM0000839,2.0,0.0,0.0,1,16,Monday,application-Web Based Application
WBA000058,WBS000073,4 Low,4 Low,KM0001868,1.0,0.0,0.0,0,14,Monday,application-Web Based Application
SUB000443,WBS000125,5 Very Low,5 Very Low,KM0001158,1.0,0.0,0.0,0,14,Monday,subapplication-Web Based Application
DSK000667,WBS000091,5 Very Low,5 Very Low,KM0001446,1.0,0.0,0.0,1,14,Monday,computer-Desktop
KYB000001,WBS000091,5 Very Low,5 Very Low,KM0000315,1.0,0.0,0.0,0,15,Monday,hardware-Keyboard
WBA000018,WBS000073,4 Low,4 Low,KM0000720,1.0,0.0,0.0,1,15,Monday,application-Web Based Application
WBA000107,WBS000162,4 Low,4 Low,KM0002204,1.0,0.0,0.0,1,15,Monday,application-Web Based Application
DTA000025,WBS000110,5 Very Low,5 Very Low,KM0000833,1.0,0.0,0.0,0,15,Monday,application-Desktop Application
SUB000149,WBS000162,4 Low,4 Low,KM0000554,1.0,0.0,0.0,1,15,Monday,subapplication-Server Based Application
WBA000144,WBS000318,5 Very Low,5 Very Low,KM0000836,1.0,0.0,0.0,1,15,Monday,application-Web Based Application
WBA000058,WBS000073,4 Low,4 Low,KM0002043,1.0,0.0,0.0,0,15,Monday,application-Web Based Application
WBA000124,WBS000088,4 Low,4 Low,KM0001463,1.0,2.0,0.0,1,15,Monday,application-Web Based Application
SAN000182,WBS000128,5 Very Low,5 Very Low,KM0002146,1.0,0.0,0.0,0,15,Monday,storage-SAN
SUB000456,WBS000073,4 Low,4 Low,KM0001179,1.0,0.0,0.0,0,15,Monday,subapplication-Web Based Application
WBA000124,WBS000088,4 Low,4 Low,KM0000611,1.0,0.0,0.0,0,15,Monday,application-Web Based Application
SBA000462,WBS000073,4 Low,4 Low,KM0001772,1.0,0.0,0.0,0,16,Monday,application-Server Based Application
WBA000011,WBS000152,5 Very Low,5 Very Low,KM0000081,1.0,0.0,0.0,0,16,Monday,application-Web Based Application
LAP000011,WBS000091,5 Very Low,5 Very Low,KM0001444,1.0,0.0,0.0,0,16,Monday,computer-Laptop
SBA000462,WBS000073,4 Low,4 Low,KM0001817,1.0,0.0,0.0,0,16,Monday,application-Server Based Application
WBA000011,WBS000152,5 Very Low,5 Very Low,KM0000075,1.0,0.0,0.0,1,16,Monday,application-Web Based Application
WBA000058,WBS000073,4 Low,4 Low,KM0001245,1.0,0.0,0.0,0,17,Monday,application-Web Based Application
WBA000011,WBS000152,5 Very Low,5 Very Low,KM0002066,1.0,0.0,0.0,0,17,Monday,application-Web Based Application
WBA000133,WBS000073,2 High,2 High,KM0000773,7.0,0.0,0.0,0,7,Tuesday,application-Web Based Application
WBA000133,WBS000073,3 Medium,3 Medium,KM0000773,1.0,0.0,0.0,0,7,Tuesday,application-Web Based Application
WBA000133,WBS000073,3 Medium,3 Medium,KM0000773,1.0,0.0,0.0,0,7,Tuesday,application-Web Based Application
SUB000456,WBS000073,4 Low,4 Low,KM0000738,1.0,0.0,0.0,0,8,Tuesday,subapplication-Web Based Application
SBA000659,WBS000128,4 Low,4 Low,KM0002059,1.0,0.0,0.0,0,8,Tuesday,application-Server Based Application
WBA000144,WBS000318,4 Low,4 Low,KM0000846,1.0,0.0,0.0,0,8,Tuesday,application-Web Based Application
LAP001256,WBS000091,5 Very Low,5 Very Low,KM0001444,1.0,0.0,0.0,0,8,Tuesday,computer-Laptop
SBA000462,WBS000073,4 Low,4 Low,KM0001915,1.0,0.0,0.0,0,8,Tuesday,application-Server Based Application
WBA000018,WBS000073,4 Low,4 Low,KM0000720,1.0,0.0,0.0,1,8,Tuesday,application-Web Based Application
WBA000058,WBS000073,4 Low,4 Low,KM0002043,1.0,0.0,0.0,0,9,Tuesday,application-Web Based Application
WBA000103,WBS000073,4 Low,4 Low,KM0001624,1.0,0.0,0.0,0,9,Tuesday,application-Web Based Application
SBA000659,WBS000128,4 Low,4 Low,KM0000622,1.0,0.0,0.0,0,14,Monday,application-Server Based Application
SBA000462,WBS000073,4 Low,4 Low,KM0001363,1.0,0.0,0.0,0,14,Monday,application-Server Based Application
SBA000296,WBS000053,5 Very Low,5 Very Low,KM0000365,1.0,0.0,0.0,0,14,Monday,application-Server Based Application
SAN000182,WBS000128,4 Low,4 Low,KM0002125,1.0,0.0,0.0,0,15,Monday,storage-SAN
DCE000077,WBS000267,3 Medium,3 Medium,KM0000182,1.0,0.0,0.0,0,15,Monday,hardware-DataCenterEquipment
SBA000585,WBS000077,4 Low,4 Low,KM0000563,1.0,0.0,0.0,1,15,Monday,application-Server Based Application
WBA000001,WBS000107,3 Medium,3 Medium,KM0000557,1.0,0.0,0.0,1,16,Monday,application-Web Based Application
SBA000805,WBS000016,3 Medium,3 Medium,KM0000938,1.0,0.0,0.0,0,16,Monday,application-Server Based Application
SBA000462,WBS000073,4 Low,4 Low,KM0001770,1.0,0.0,0.0,0,17,Monday,application-Server Based Application
SBA000131,WBS000023,4 Low,4 Low,KM0000135,2.0,0.0,0.0,1,17,Monday,application-Server Based Application
SBA000427,WBS000307,3 Medium,3 Medium,KM0001350,1.0,1.0,0.0,1,1,Tuesday,application-Server Based Application
SBA000154,WBS000027,3 Medium,3 Medium,KM0000895,1.0,1.0,0.0,1,4,Tuesday,application-Server Based Application
WBA000133,WBS000073,3 Medium,3 Medium,KM0000773,1.0,0.0,0.0,0,7,Tuesday,application-Web Based Application
WBA000133,WBS000073,3 Medium,3 Medium,KM0000773,1.0,0.0,0.0,0,7,Tuesday,application-Web Based Application
WBA000133,WBS000073,3 Medium,3 Medium,KM0000773,1.0,0.0,0.0,0,7,Tuesday,application-Web Based Application
WBA000133,WBS000073,3 Medium,3 Medium,KM0000773,1.0,0.0,0.0,0,7,Tuesday,application-Web Based Application
SBA000607,WBS000263,4 Low,4 Low,KM0000592,1.0,0.0,0.0,0,8,Tuesday,application-Server Based Application
SUB000424,WBS000073,5 Very Low,5 Very Low,KM0001846,1.0,0.0,0.0,0,9,Tuesday,subapplication-Web Based Application
SUB000424,WBS000073,5 Very Low,5 Very Low,KM0001846,1.0,0.0,0.0,0,9,Tuesday,subapplication-Web Based Application
SBA000317,WBS000048,5 Very Low,5 Very Low,KM0000310,1.0,0.0,0.0,1,9,Tuesday,application-Server Based Application
SUB000424,WBS000073,5 Very Low,5 Very Low,KM0001846,1.0,0.0,0.0,0,9,Tuesday,subapplication-Web Based Application
SUB000424,WBS000073,5 Very Low,5 Very Low,KM0001846,1.0,0.0,0.0,0,9,Tuesday,subapplication-Web Based Application
SUB000424,WBS000073,5 Very Low,5 Very Low,KM0001846,1.0,0.0,0.0,0,9,Tuesday,subapplication-Web Based Application
SUB000424,WBS000073,5 Very Low,5 Very Low,KM0001846,1.0,0.0,0.0,0,9,Tuesday,subapplication-Web Based Application
SUB000440,WBS000162,3 Medium,3 Medium,KM0001513,1.0,0.0,0.0,1,9,Tuesday,subapplication-Web Based Application
LAP000756,WBS000091,5 Very Low,5 Very Low,KM0001444,1.0,0.0,0.0,1,9,Tuesday,computer-Laptop
SBA000462,WBS000073,4 Low,4 Low,KM0001363,1.0,0.0,0.0,0,9,Tuesday,application-Server Based Application
WBA000103,WBS000073,4 Low,4 Low,KM0001081,1.0,0.0,0.0,0,9,Tuesday,application-Web Based Application
WBA000058,WBS000073,4 Low,4 Low,KM0002043,1.0,0.0,0.0,0,10,Tuesday,application-Web Based Application
SBA000073,WBS000017,4 Low,4 Low,KM0000067,1.0,0.0,0.0,1,10,Tuesday,application-Server Based Application
WBA000008,WBS000167,5 Very Low,5 Very Low,KM0000069,1.0,0.0,0.0,0,10,Tuesday,application-Web Based Application
SBA000607,WBS000263,4 Low,4 Low,KM0001106,1.0,0.0,0.0,1,15,Monday,application-Server Based Application
DTA000616,WBS000089,4 Low,4 Low,KM0001968,1.0,0.0,0.0,1,15,Monday,application-Desktop Application
SBA000607,WBS000263,4 Low,4 Low,KM0001106,2.0,0.0,0.0,1,15,Monday,application-Server Based Application
SUB000456,WBS000073,4 Low,4 Low,KM0002186,1.0,0.0,0.0,0,15,Monday,subapplication-Web Based Application
SUB000545,WBS000073,5 Very Low,5 Very Low,KM0000795,1.0,0.0,0.0,0,16,Monday,subapplication-Web Based Application
WBA000008,WBS000167,5 Very Low,5 Very Low,KM0000069,1.0,0.0,1.0,1,16,Monday,application-Web Based Application
SUB000456,WBS000073,4 Low,4 Low,KM0002015,1.0,0.0,0.0,0,16,Monday,subapplication-Web Based Application
WBA000058,WBS000073,4 Low,4 Low,KM0002043,1.0,0.0,0.0,0,17,Monday,application-Web Based Application
SUB000533,WBS000073,4 Low,4 Low,KM0000830,1.0,0.0,0.0,0,17,Monday,subapplication-Web Based Application
WBA000103,WBS000073,4 Low,4 Low,KM0001624,1.0,0.0,0.0,0,19,Monday,application-Web Based Application
WBA000103,WBS000073,4 Low,4 Low,KM0001624,1.0,0.0,0.0,0,19,Monday,application-Web Based Application
WBA000133,WBS000073,4 Low,5 Very Low,KM0000711,1.0,0.0,0.0,0,7,Tuesday,application-Web Based Application
WBA000133,WBS000073,3 Medium,3 Medium,KM0000798,1.0,0.0,0.0,0,7,Tuesday,application-Web Based Application
SBA000451,WBS000073,4 Low,4 Low,KM0002044,1.0,0.0,0.0,0,8,Tuesday,application-Server Based Application
SBA000462,WBS000073,4 Low,4 Low,KM0001829,1.0,0.0,0.0,0,8,Tuesday,application-Server Based Application
DTA000616,WBS000089,3 Medium,3 Medium,KM0001973,1.0,0.0,0.0,1,9,Tuesday,application-Desktop Application
SUB000443,WBS000125,5 Very Low,5 Very Low,KM0001158,1.0,0.0,0.0,0,9,Tuesday,subapplication-Web Based Application
SBA000142,WBS000199,3 Medium,3 Medium,KM0000722,1.0,0.0,0.0,0,9,Tuesday,application-Server Based Application
SUB000424,WBS000073,4 Low,4 Low,KM0000702,1.0,0.0,0.0,0,9,Tuesday,subapplication-Web Based Application
SBA000795,WBS000285,5 Very Low,5 Very Low,KM0001757,1.0,0.0,0.0,0,9,Tuesday,application-Server Based Application
SBA000659,WBS000128,4 Low,4 Low,KM0002059,1.0,0.0,0.0,0,9,Tuesday,application-Server Based Application
SBA000300,WBS000044,4 Low,4 Low,KM0001607,1.0,0.0,0.0,0,9,Tuesday,application-Server Based Application
SUB000424,WBS000073,5 Very Low,5 Very Low,KM0000703,1.0,0.0,0.0,0,9,Tuesday,subapplication-Web Based Application
WBA000011,WBS000152,5 Very Low,5 Very Low,KM0000076,1.0,0.0,0.0,0,9,Tuesday,application-Web Based Application
SBA000295,WBS000268,4 Low,4 Low,KM0000368,1.0,0.0,0.0,0,10,Tuesday,application-Server Based Application
SUB000456,WBS000073,4 Low,4 Low,KM0001736,1.0,0.0,0.0,0,10,Tuesday,subapplication-Web Based Application
SBA000834,WBS000223,4 Low,4 Low,KM0000979,1.0,0.0,0.0,0,10,Tuesday,application-Server Based Application
WBA000077,WBS000153,5 Very Low,5 Very Low,KM0000412,1.0,0.0,0.0,0,8,Tuesday,application-Web Based Application
WBA000011,WBS000152,5 Very Low,5 Very Low,KM0000075,1.0,0.0,0.0,0,8,Tuesday,application-Web Based Application
SBA000464,WBS000073,4 Low,4 Low,KM0001314,1.0,0.0,0.0,0,8,Tuesday,application-Server Based Application
WBA000124,WBS000088,4 Low,4 Low,KM0001463,1.0,1.0,0.0,1,9,Tuesday,application-Web Based Application
SBA000607,WBS000263,4 Low,4 Low,KM0001106,1.0,0.0,0.0,0,9,Tuesday,application-Server Based Application
WBA000124,WBS000088,4 Low,4 Low,KM0001463,1.0,1.0,0.0,0,9,Tuesday,application-Web Based Application
SBA000154,WBS000027,5 Very Low,5 Very Low,KM0000895,1.0,2.0,0.0,1,9,Tuesday,application-Server Based Application
SUB000456,WBS000073,4 Low,4 Low,KM0000741,1.0,0.0,0.0,0,9,Tuesday,subapplication-Web Based Application
SUB000479,WBS000015,4 Low,4 Low,KM0000453,2.0,0.0,0.0,1,10,Tuesday,subapplication-Web Based Application
WBA000145,WBS000318,5 Very Low,5 Very Low,KM0001362,1.0,0.0,0.0,1,10,Tuesday,application-Web Based Application
SBA000462,WBS000073,4 Low,4 Low,KM0001366,1.0,0.0,0.0,1,10,Tuesday,application-Server Based Application
SUB000420,WBS000096,4 Low,4 Low,KM0000107,1.0,0.0,0.0,0,10,Tuesday,subapplication-Standard Application
SUB000017,WBS000292,5 Very Low,4 Low,KM0002091,2.0,0.0,0.0,1,10,Tuesday,subapplication-Server Based Application
WBA000011,WBS000152,5 Very Low,5 Very Low,KM0001018,1.0,0.0,0.0,0,11,Tuesday,application-Web Based Application
SUB000456,WBS000073,4 Low,4 Low,KM0000741,1.0,0.0,0.0,0,11,Tuesday,subapplication-Web Based Application
WBA000103,WBS000073,4 Low,4 Low,KM0001081,1.0,0.0,0.0,0,11,Tuesday,application-Web Based Application
WBA000011,WBS000152,5 Very Low,5 Very Low,KM0000076,1.0,0.0,0.0,0,11,Tuesday,application-Web Based Application
WBA000008,WBS000167,5 Very Low,5 Very Low,KM0000069,1.0,0.0,0.0,1,11,Tuesday,application-Web Based Application
SBA000131,WBS000023,4 Low,4 Low,KM0000135,1.0,0.0,0.0,0,9,Tuesday,application-Server Based Application
MON00015,WBS000091,5 Very Low,5 Very Low,KM0000315,1.0,0.0,0.0,0,9,Tuesday,displaydevice-Monitor
SBA000154,WBS000027,4 Low,4 Low,KM0000156,1.0,0.0,0.0,0,9,Tuesday,application-Server Based Application
SBA000629,WBS000030,5 Very Low,5 Very Low,KM0000164,1.0,0.0,0.0,0,9,Tuesday,application-Server Based Application
SSW000058,WBS000199,3 Medium,3 Medium,KM0000940,1.0,0.0,0.0,0,9,Tuesday,software-System Software
WBA000145,WBS000318,4 Low,4 Low,KM0001419,1.0,0.0,0.0,0,9,Tuesday,application-Web Based Application
DTA000616,WBS000089,4 Low,4 Low,KM0001185,1.0,0.0,0.0,1,9,Tuesday,application-Desktop Application
SUB000424,WBS000073,5 Very Low,5 Very Low,KM0000703,1.0,0.0,0.0,0,9,Tuesday,subapplication-Web Based Application
WBA000145,WBS000318,4 Low,4 Low,KM0001419,1.0,0.0,0.0,0,9,Tuesday,application-Web Based Application
SBA000607,WBS000263,4 Low,4 Low,KM0001106,1.0,0.0,0.0,0,10,Tuesday,application-Server Based Application
WBA000094,WBS000073,5 Very Low,5 Very Low,KM0001751,1.0,0.0,0.0,0,10,Tuesday,application-Web Based Application
WBA000124,WBS000088,4 Low,4 Low,KM0001463,1.0,0.0,1.0,1,10,Tuesday,application-Web Based Application
DTA000023,WBS000093,4 Low,4 Low,KM0001938,1.0,0.0,0.0,0,10,Tuesday,application-Desktop Application
WBA000001,WBS000107,3 Medium,3 Medium,KM0000557,1.0,0.0,0.0,1,10,Tuesday,application-Web Based Application
SBA000462,WBS000073,4 Low,4 Low,KM0001915,1.0,0.0,0.0,0,10,Tuesday,application-Server Based Application
WBA000068,WBS000171,4 Low,4 Low,KM0000697,1.0,0.0,0.0,0,10,Tuesday,application-Web Based Application
LAP001144,WBS000091,4 Low,4 Low,KM0001968,1.0,0.0,0.0,1,10,Tuesday,computer-Laptop
WBA000148,WBS000172,5 Very Low,5 Very Low,KM0001979,1.0,0.0,0.0,0,11,Tuesday,application-Web Based Application
SUB000425,WBS000162,4 Low,4 Low,KM0001511,1.0,0.0,0.0,1,11,Tuesday,subapplication-Web Based Application
DTA000616,WBS000089,4 Low,4 Low,KM0001185,1.0,0.0,0.0,1,11,Tuesday,application-Desktop Application
SUB000456,WBS000073,4 Low,4 Low,KM0000769,1.0,0.0,0.0,0,11,Tuesday,subapplication-Web Based Application
WBA000133,WBS000073,4 Low,5 Very Low,KM0000711,1.0,0.0,0.0,1,11,Tuesday,application-Web Based Application
DTA000616,WBS000089,3 Medium,3 Medium,KM0001625,1.0,0.0,0.0,1,11,Tuesday,application-Desktop Application
SBA000805,WBS000016,3 Medium,3 Medium,KM0000938,1.0,0.0,0.0,0,11,Tuesday,application-Server Based Application
SBA000464,WBS000073,4 Low,4 Low,KM0002145,1.0,0.0,0.0,0,11,Tuesday,application-Server Based Application
SUB000456,WBS000073,4 Low,4 Low,KM0000738,1.0,0.0,0.0,0,11,Tuesday,subapplication-Web Based Application
SBA000585,WBS000077,5 Very Low,5 Very Low,KM0000563,1.0,0.0,0.0,0,12,Tuesday,application-Server Based Application
SUB000424,WBS000073,5 Very Low,5 Very Low,KM0000703,1.0,0.0,0.0,0,10,Tuesday,subapplication-Web Based Application
SUB000456,WBS000073,4 Low,4 Low,KM0002041,1.0,0.0,0.0,0,10,Tuesday,subapplication-Web Based Application
SUB000456,WBS000073,4 Low,4 Low,KM0000762,1.0,0.0,0.0,0,10,Tuesday,subapplication-Web Based Application
SBA000322,WBS000255,5 Very Low,5 Very Low,KM0000325,1.0,0.0,1.0,0,10,Tuesday,application-Server Based Application
SUB000456,WBS000073,4 Low,4 Low,KM0000751,1.0,0.0,0.0,0,10,Tuesday,subapplication-Web Based Application
SBA000462,WBS000073,4 Low,4 Low,KM0001915,1.0,0.0,0.0,0,10,Tuesday,application-Server Based Application
WBA000145,WBS000318,4 Low,4 Low,KM0001901,1.0,0.0,0.0,1,10,Tuesday,application-Web Based Application
SBA000805,WBS000016,3 Medium,3 Medium,KM0000938,1.0,0.0,0.0,0,10,Tuesday,application-Server Based Application
WBA000058,WBS000073,4 Low,4 Low,KM0002043,1.0,0.0,0.0,0,10,Tuesday,application-Web Based Application
SBA000017,WBS000099,4 Low,4 Low,KM0002005,1.0,0.0,0.0,1,11,Tuesday,application-Server Based Application
EXC000004,WBS000094,5 Very Low,5 Very Low,KM0001232,1.0,0.0,0.0,0,11,Tuesday,application-Exchange
SBA000451,WBS000073,4 Low,4 Low,KM0002044,1.0,0.0,0.0,0,11,Tuesday,application-Server Based Application
SUB000508,WBS000162,4 Low,4 Low,KM0000553,1.0,0.0,0.0,1,11,Tuesday,subapplication-Web Based Application
SUB000456,WBS000073,4 Low,4 Low,KM0000738,1.0,0.0,0.0,0,11,Tuesday,subapplication-Web Based Application
SUB000424,WBS000073,4 Low,4 Low,KM0000702,1.0,0.0,0.0,0,11,Tuesday,subapplication-Web Based Application
SBA000462,WBS000073,4 Low,4 Low,KM0001772,1.0,0.0,0.0,0,11,Tuesday,application-Server Based Application
WBA000107,WBS000162,4 Low,4 Low,KM0002204,1.0,1.0,1.0,1,11,Tuesday,application-Web Based Application
SBA000805,WBS000016,3 Medium,3 Medium,KM0000938,1.0,0.0,0.0,0,11,Tuesday,application-Server Based Application
SBA000427,WBS000307,4 Low,4 Low,KM0001859,1.0,0.0,0.0,0,11,Tuesday,application-Server Based Application
WBA000144,WBS000318,4 Low,4 Low,KM0000846,1.0,0.0,0.0,0,11,Tuesday,application-Web Based Application
WBA000011,WBS000152,5 Very Low,5 Very Low,KM0001682,1.0,0.0,0.0,0,11,Tuesday,application-Web Based Application
WBA000058,WBS000073,4 Low,4 Low,KM0001245,1.0,0.0,0.0,0,11,Tuesday,application-Web Based Application
WBA000058,WBS000073,4 Low,4 Low,KM0002043,1.0,0.0,0.0,0,11,Tuesday,application-Web Based Application
WBA000124,WBS000088,4 Low,4 Low,KM0001463,1.0,0.0,1.0,1,11,Tuesday,application-Web Based Application
SAN000182,WBS000128,4 Low,4 Low,KM0002126,1.0,0.0,0.0,0,11,Tuesday,storage-SAN
SUB000456,WBS000073,4 Low,4 Low,KM0000761,1.0,0.0,0.0,0,12,Tuesday,subapplication-Web Based Application
WBA000112,WBS000303,4 Low,4 Low,KM0001024,1.0,0.0,0.0,1,12,Tuesday,application-Web Based Application
SBA000462,WBS000073,4 Low,4 Low,KM0001828,1.0,0.0,0.0,0,12,Tuesday,application-Server Based Application
SBA000131,WBS000023,3 Medium,4 Low,KM0000283,2.0,0.0,0.0,0,12,Tuesday,application-Server Based Application
DTA000616,WBS000089,3 Medium,3 Medium,KM0001625,1.0,0.0,0.0,1,12,Tuesday,application-Desktop Application
SUB000456,WBS000073,4 Low,4 Low,KM0002186,1.0,0.0,0.0,0,12,Tuesday,subapplication-Web Based Application
SBA000462,WBS000073,4 Low,4 Low,KM0001915,1.0,0.0,0.0,0,10,Tuesday,application-Server Based Application
SUB000523,WBS000073,4 Low,4 Low,KM0000818,1.0,0.0,0.0,0,11,Tuesday,subapplication-Web Based Application
DTA000016,WBS000096,4 Low,4 Low,KM0001026,1.0,0.0,0.0,0,11,Tuesday,application-Desktop Application
SBA000607,WBS000263,4 Low,4 Low,KM0001106,2.0,0.0,0.0,1,11,Tuesday,application-Server Based Application
LAP000647,WBS000091,5 Very Low,5 Very Low,KM0001444,1.0,0.0,0.0,1,12,Tuesday,computer-Laptop
DSK000301,WBS000091,5 Very Low,5 Very Low,KM0001446,1.0,0.0,0.0,1,13,Tuesday,computer-Desktop
WBA000009,WBS000168,5 Very Low,5 Very Low,KM0000994,1.0,0.0,0.0,0,13,Tuesday,application-Web Based Application
SBA000607,WBS000263,4 Low,4 Low,KM0001106,1.0,0.0,0.0,0,14,Tuesday,application-Server Based Application
SSW000058,WBS000199,3 Medium,3 Medium,KM0000940,1.0,0.0,0.0,0,14,Tuesday,software-System Software
SUB000535,WBS000066,4 Low,4 Low,KM0000931,1.0,0.0,0.0,0,14,Tuesday,subapplication-Web Based Application
ADB000050,WBS000253,4 Low,4 Low,KM0000971,1.0,0.0,0.0,1,7,Thursday,database-Database
LAP000002,WBS000091,5 Very Low,5 Very Low,KM0000315,1.0,0.0,0.0,1,7,Thursday,computer-Laptop
MON00011,WBS000091,4 Low,4 Low,KM0000316,1.0,0.0,0.0,0,8,Thursday,displaydevice-Monitor
DTA000616,WBS000089,4 Low,4 Low,KM0001968,1.0,0.0,0.0,1,8,Thursday,application-Desktop Application
DTA000011,WBS000089,4 Low,4 Low,KM0001553,1.0,0.0,0.0,1,9,Thursday,application-Desktop Application
DTA000616,WBS000089,3 Medium,3 Medium,KM0001625,1.0,0.0,0.0,0,9,Thursday,application-Desktop Application
SBA000427,WBS000307,4 Low,4 Low,KM0001859,1.0,0.0,0.0,0,9,Thursday,application-Server Based Application
SBA000847,WBS000199,3 Medium,3 Medium,KM0000940,1.0,0.0,0.0,0,9,Thursday,application-Server Based Application
SBA000607,WBS000263,5 Very Low,5 Very Low,KM0001106,1.0,0.0,0.0,0,9,Thursday,application-Server Based Application
APP000004,WBS000292,4 Low,4 Low,KM0000917,3.0,0.0,0.0,1,9,Thursday,application-Citrix
WBA000133,WBS000073,4 Low,4 Low,KM0001311,1.0,0.0,0.0,0,9,Thursday,application-Web Based Application
SUB000533,WBS000073,4 Low,4 Low,KM0001892,1.0,0.0,0.0,0,9,Thursday,subapplication-Web Based Application
WBA000082,WBS000055,4 Low,4 Low,KM0000401,1.0,0.0,0.0,1,12,Tuesday,application-Web Based Application
WBA000058,WBS000073,4 Low,4 Low,KM0001685,1.0,0.0,0.0,0,12,Tuesday,application-Web Based Application
SBA000462,WBS000073,4 Low,4 Low,KM0001773,1.0,0.0,0.0,0,12,Tuesday,application-Server Based Application
WBA000058,WBS000073,4 Low,4 Low,KM0002043,1.0,0.0,0.0,0,12,Tuesday,application-Web Based Application
WBA000122,WBS000298,4 Low,4 Low,KM0002211,1.0,0.0,0.0,1,12,Tuesday,application-Web Based Application
WBA000068,WBS000171,4 Low,5 Very Low,KM0000395,1.0,0.0,0.0,1,13,Tuesday,application-Web Based Application
SBA000172,WBS000014,3 Medium,3 Medium,KM0000426,1.0,0.0,0.0,1,13,Tuesday,application-Server Based Application
SBA000439,WBS000219,5 Very Low,5 Very Low,KM0002158,1.0,0.0,0.0,0,13,Tuesday,application-Server Based Application
SBA000462,WBS000073,4 Low,4 Low,KM0002147,1.0,0.0,0.0,0,13,Tuesday,application-Server Based Application
SUB000424,WBS000073,5 Very Low,5 Very Low,KM0000703,1.0,0.0,0.0,0,13,Tuesday,subapplication-Web Based Application
SUB000456,WBS000073,4 Low,4 Low,KM0000751,1.0,0.0,0.0,0,14,Tuesday,subapplication-Web Based Application
SUB000456,WBS000073,4 Low,4 Low,KM0001884,1.0,0.0,0.0,0,14,Tuesday,subapplication-Web Based Application
SUB000456,WBS000073,4 Low,4 Low,KM0000751,1.0,0.0,0.0,0,15,Tuesday,subapplication-Web Based Application
WBA000058,WBS000073,4 Low,4 Low,KM0002043,1.0,0.0,0.0,0,16,Tuesday,application-Web Based Application
SBA000173,WBS000163,5 Very Low,3 Medium,KM0000895,1.0,0.0,0.0,0,7,Thursday,application-Server Based Application
DCE000105,WBS000299,3 Medium,3 Medium,KM0002226,1.0,0.0,0.0,0,8,Thursday,hardware-DataCenterEquipment
SBA000659,WBS000255,4 Low,4 Low,KM0002059,1.0,0.0,0.0,0,8,Thursday,application-Server Based Application
WBA000008,WBS000167,5 Very Low,5 Very Low,KM0000069,1.0,0.0,0.0,0,8,Thursday,application-Web Based Application
SUB000456,WBS000073,4 Low,4 Low,KM0001736,1.0,0.0,0.0,0,8,Thursday,subapplication-Web Based Application
LAP000716,WBS000091,5 Very Low,5 Very Low,KM0000315,1.0,0.0,0.0,1,9,Thursday,computer-Laptop
SUB000456,WBS000073,4 Low,4 Low,KM0002165,1.0,0.0,0.0,0,9,Thursday,subapplication-Web Based Application
SBA000054,WBS000013,3 Medium,3 Medium,KM0000895,1.0,0.0,0.0,0,9,Thursday,application-Server Based Application
CBA000014,WBS000073,4 Low,4 Low,KM0001346,1.0,0.0,0.0,0,9,Thursday,application-Client Based Application
CBD000904,WBS000146,2 High,2 High,KM0000274,1.0,0.0,0.0,1,12,Tuesday,computer-Banking Device
