Service_Component_WBS_aff,Urgency,KM_number,SLAFail,Open_Time_HourOfDay,Open_Time_DayOfWeek,CI_TypeSubType_aff,RelatedIncidents,RelatedChanges,RelatedInteractions
WBS000073,4 Low,KM0001678,1,14,Friday,application-Web Based Application,None,None,One (1)
WBS000167,5 Very Low,KM0000069,1,12,Friday,application-Web Based Application,None,None,One (1)
WBS000146,4 Low,KM0001254,0,12,Friday,computer-Banking Device,None,None,One (1)
WBS000118,4 Low,KM0001146,0,12,Friday,no type-no subtype,None,None,One (1)
WBS000139,5 Very Low,KM0001028,0,12,Friday,application-Server Based Application,None,None,One (1)
WBS000073,4 Low,KM0002112,0,12,Friday,application-Server Based Application,None,None,One (1)
WBS000073,4 Low,KM0001719,0,12,Friday,application-Server Based Application,None,None,One (1)
WBS000102,4 Low,KM0000970,0,12,Friday,computer-Windows Server,None,None,One (1)
WBS000223,4 Low,KM0000979,1,12,Friday,application-Server Based Application,None,None,Few (2-5)
WBS000088,4 Low,KM0000611,1,13,Friday,application-Web Based Application,None,None,One (1)
WBS000318,4 Low,KM0001401,1,13,Friday,application-Web Based Application,None,None,One (1)
WBS000073,5 Very Low,KM0002128,1,13,Friday,application-Server Based Application,None,None,One (1)
WBS000139,5 Very Low,KM0001028,0,13,Friday,application-Server Based Application,None,None,One (1)
WBS000073,4 Low,KM0001311,1,13,Friday,application-Web Based Application,None,None,Few (2-5)
WBS000073,4 Low,KM0000720,1,14,Friday,application-Web Based Application,None,None,One (1)
WBS000092,3 Medium,KM0001623,1,14,Friday,application-Desktop Application,None,None,One (1)
WBS000222,4 Low,KM0000347,0,14,Friday,application-Desktop Application,None,None,One (1)
WBS000073,4 Low,KM0001829,1,14,Friday,application-Server Based Application,None,None,One (1)
WBS000222,4 Low,KM0000347,0,14,Friday,application-Desktop Application,None,None,One (1)
WBS000092,4 Low,KM0001968,1,14,Friday,application-Desktop Application,None,None,One (1)
WBS000073,4 Low,KM0001896,1,14,Friday,application-Web Based Application,None,None,One (1)
WBS000073,4 Low,KM0001179,1,14,Friday,subapplication-Web Based Application,None,None,One (1)
WBS000091,5 Very Low,KM0001444,0,15,Friday,computer-Laptop,None,None,One (1)
WBS000307,3 Medium,KM0001350,1,15,Friday,application-Server Based Application,None,None,One (1)
WBS000094,5 Very Low,KM0001192,1,15,Friday,application-Desktop Application,None,None,Few (2-5)
WBS000125,4 Low,KM0000732,1,15,Friday,subapplication-Web Based Application,None,None,One (1)
WBS000016,3 Medium,KM0000938,1,15,Friday,application-Server Based Application,None,None,One (1)
WBS000279,4 Low,KM0000446,0,16,Friday,networkcomponents-Lines,None,None,One (1)
WBS000073,4 Low,KM0001296,1,16,Friday,subapplication-Web Based Application,None,None,One (1)
WBS000073,5 Very Low,KM0000711,1,16,Friday,application-Web Based Application,None,None,One (1)
WBS000073,4 Low,KM0001179,0,13,Friday,subapplication-Web Based Application,None,None,Few (2-5)
WBS000128,4 Low,KM0002125,1,13,Friday,storage-SAN,None,None,One (1)
WBS000073,4 Low,KM0000720,1,14,Friday,application-Web Based Application,None,None,One (1)
WBS000073,5 Very Low,KM0000711,1,14,Friday,application-Web Based Application,None,None,Few (2-5)
WBS000263,4 Low,KM0001106,1,14,Friday,application-Server Based Application,None,None,One (1)
WBS000152,5 Very Low,KM0000075,1,15,Friday,application-Web Based Application,None,None,One (1)
WBS000073,4 Low,KM0001241,1,15,Friday,application-Web Based Application,None,None,One (1)
WBS000153,4 Low,KM0000414,1,15,Friday,application-Web Based Application,None,None,One (1)
WBS000073,4 Low,KM0001817,1,15,Friday,application-Server Based Application,None,None,Few (2-5)
WBS000073,4 Low,KM0001892,1,15,Friday,subapplication-Web Based Application,None,None,One (1)
WBS000292,4 Low,KM0001060,1,15,Friday,application-Citrix,None,None,One (1)
WBS000255,4 Low,KM0000588,1,15,Friday,application-Server Based Application,None,None,One (1)
WBS000073,4 Low,KM0001786,0,16,Friday,application-Server Based Application,None,None,One (1)
WBS000099,4 Low,KM0002005,1,16,Friday,application-Server Based Application,None,None,One (1)
WBS000073,4 Low,KM0000744,1,16,Friday,subapplication-Web Based Application,None,None,One (1)
WBS000073,4 Low,KM0001817,1,16,Friday,application-Server Based Application,None,None,One (1)
WBS000073,5 Very Low,KM0002128,1,16,Friday,application-Server Based Application,None,None,One (1)
WBS000073,5 Very Low,KM0001366,0,16,Friday,application-Server Based Application,None,None,One (1)
WBS000073,4 Low,KM0001452,1,16,Friday,application-Web Based Application,None,None,One (1)
WBS000073,4 Low,KM0002043,1,16,Friday,application-Web Based Application,None,None,One (1)
WBS000123,4 Low,KM0000933,1,17,Friday,hardware-Encryption,None,None,One (1)
WBS000073,4 Low,KM0002043,1,17,Friday,application-Web Based Application,None,None,One (1)
WBS000073,4 Low,KM0001728,1,17,Friday,subapplication-Web Based Application,None,None,One (1)
WBS000162,3 Medium,KM0001748,1,22,Friday,subapplication-Web Based Application,None,None,One (1)
WBS000088,3 Medium,KM0000895,1,9,Saturday,application-Web Based Application,More,None,One (1)
WBS000027,3 Medium,KM0000895,1,14,Saturday,application-Server Based Application,None,None,One (1)
WBS000027,3 Medium,KM0000895,0,21,Saturday,application-Server Based Application,None,None,One (1)
WBS000172,2 High,KM0000380,0,4,Sunday,software-System Software,None,None,One (1)
WBS000088,3 Medium,KM0000895,1,6,Sunday,application-Web Based Application,One,None,One (1)
WBS000165,3 Medium,KM0001518,0,14,Sunday,application-Server Based Application,One,None,One (1)
WBS000197,3 Medium,KM0000895,0,21,Sunday,software-System Software,One,None,One (1)
WBS000072,3 Medium,KM0000645,0,7,Monday,application-Server Based Application,None,None,One (1)
WBS000099,3 Medium,KM0000480,1,8,Monday,application-Server Based Application,None,None,One (1)
WBS000073,4 Low,KM0001624,0,8,Monday,application-Web Based Application,None,None,One (1)
WBS000092,4 Low,KM0001968,1,8,Monday,application-Desktop Application,None,None,One (1)
WBS000237,4 Low,KM0002136,0,8,Monday,application-Web Based Application,None,None,One (1)
WBS000199,3 Medium,KM0000940,0,14,Friday,application-Server Based Application,None,None,One (1)
WBS000318,4 Low,KM0001283,1,15,Friday,application-Web Based Application,None,None,One (1)
WBS000073,4 Low,KM0000708,1,15,Friday,subapplication-Web Based Application,None,None,One (1)
WBS000073,4 Low,KM0001314,1,16,Friday,application-Server Based Application,None,None,One (1)
WBS000092,5 Very Low,KM0000318,1,16,Friday,application-Desktop Application,None,None,One (1)
WBS000073,4 Low,KM0000741,0,13,Saturday,subapplication-Web Based Application,None,None,One (1)
WBS000128,4 Low,KM0002059,0,7,Monday,application-Server Based Application,None,None,One (1)
WBS000237,4 Low,KM0002136,0,8,Monday,application-Web Based Application,None,None,One (1)
WBS000101,4 Low,KM0000866,1,8,Monday,application-Server Based Application,None,None,One (1)
WBS000267,3 Medium,KM0000182,1,9,Monday,hardware-DataCenterEquipment,None,None,One (1)
WBS000110,4 Low,KM0001514,1,9,Monday,application-Web Based Application,None,None,One (1)
WBS000199,3 Medium,KM0000940,0,9,Monday,software-System Software,None,None,One (1)
WBS000099,3 Medium,KM0000015,0,9,Monday,application-Desktop Application,None,None,One (1)
WBS000263,4 Low,KM0001106,0,9,Monday,application-Server Based Application,None,None,One (1)
WBS000169,4 Low,KM0000326,1,9,Monday,application-Server Based Application,None,None,One (1)
WBS000073,4 Low,KM0000702,0,9,Monday,subapplication-Web Based Application,None,One,More (>25)
WBS000091,5 Very Low,KM0001447,1,15,Friday,computer-Laptop,None,None,One (1)
WBS000073,4 Low,KM0001991,0,15,Friday,subapplication-Web Based Application,None,None,One (1)
WBS000263,4 Low,KM0001106,1,15,Friday,application-Server Based Application,None,None,One (1)
WBS000073,2 High,KM0001954,0,15,Friday,application-Server Based Application,None,None,One (1)
WBS000073,4 Low,KM0000751,0,16,Friday,subapplication-Web Based Application,None,None,One (1)
WBS000073,4 Low,KM0002041,0,16,Friday,subapplication-Web Based Application,None,None,One (1)
WBS000073,4 Low,KM0000702,1,17,Friday,subapplication-Web Based Application,None,None,One (1)
WBS000318,4 Low,KM0000839,1,17,Friday,application-Web Based Application,None,None,One (1)
WBS000177,4 Low,KM0000999,1,17,Friday,application-Desktop Application,None,None,One (1)
WBS000091,3 Medium,KM0001012,0,8,Monday,application-Desktop Application,None,None,One (1)
WBS000199,3 Medium,KM0000940,0,8,Monday,application-Server Based Application,None,None,One (1)
WBS000091,5 Very Low,KM0001444,1,8,Monday,computer-Laptop,None,None,One (1)
WBS000091,3 Medium,KM0001012,0,8,Monday,application-Desktop Application,None,None,One (1)
WBS000094,5 Very Low,KM0001499,1,8,Monday,application-Desktop Application,None,None,One (1)
WBS000167,3 Medium,KM0000069,0,9,Monday,application-Web Based Application,None,None,One (1)
WBS000002,4 Low,KM0000687,0,9,Monday,application-Web Based Application,None,None,One (1)
WBS000292,4 Low,KM0001131,0,9,Monday,application-Citrix,None,None,One (1)
WBS000255,4 Low,KM0000588,0,9,Monday,application-Server Based Application,None,None,One (1)
WBS000013,3 Medium,KM0000052,0,9,Monday,application-Server Based Application,None,None,One (1)
WBS000099,3 Medium,KM0000480,0,9,Monday,application-Server Based Application,None,None,One (1)
WBS000152,5 Very Low,KM0000075,1,9,Monday,application-Web Based Application,One,None,One (1)
WBS000091,5 Very Low,KM0001057,0,9,Monday,computer-Laptop,None,None,One (1)
WBS000139,3 Medium,KM0002151,0,9,Monday,application-Server Based Application,None,None,One (1)
WBS000153,4 Low,KM0000414,0,10,Monday,application-Web Based Application,None,None,One (1)
WBS000091,5 Very Low,KM0001446,0,10,Monday,computer-Desktop,None,None,One (1)
WBS000239,3 Medium,KM0000940,0,10,Monday,database-Database,None,None,One (1)
WBS000073,4 Low,KM0001496,1,10,Monday,subapplication-Web Based Application,None,None,Few (2-5)
WBS000073,4 Low,KM0001991,1,11,Monday,subapplication-Web Based Application,None,None,One (1)
WBS000073,5 Very Low,KM0001931,0,11,Monday,application-Web Based Application,None,None,One (1)
WBS000300,3 Medium,KM0001274,0,11,Monday,application-Server Based Application,None,None,One (1)
WBS000307,3 Medium,KM0001350,1,20,Friday,application-Server Based Application,One,None,One (1)
WBS000307,3 Medium,KM0001350,0,2,Saturday,application-Server Based Application,One,None,One (1)
WBS000218,4 Low,KM0001423,0,10,Saturday,application-Desktop Application,None,None,One (1)
WBS000307,3 Medium,KM0001350,1,15,Saturday,application-Server Based Application,None,None,One (1)
WBS000307,3 Medium,KM0001350,0,12,Sunday,application-Server Based Application,None,None,One (1)
WBS000092,3 Medium,KM0001625,0,7,Monday,application-Desktop Application,None,None,One (1)
WBS000292,4 Low,KM0001060,0,8,Monday,application-Citrix,None,None,One (1)
WBS000211,5 Very Low,KM0000039,0,8,Monday,application-Exchange,None,None,One (1)
WBS000073,4 Low,KM0001363,1,8,Monday,application-Server Based Application,None,None,One (1)
WBS000223,4 Low,KM0001308,1,9,Monday,application-Server Based Application,None,None,Few (2-5)
WBS000073,4 Low,KM0000707,0,9,Monday,subapplication-Web Based Application,None,None,One (1)
WBS000073,4 Low,KM0001609,0,9,Monday,application-Web Based Application,None,None,One (1)
WBS000093,3 Medium,KM0000336,0,9,Monday,application-Desktop Application,None,None,One (1)
WBS000263,4 Low,KM0001106,1,9,Monday,application-Server Based Application,One,None,One (1)
WBS000094,5 Very Low,KM0001192,0,9,Monday,application-Desktop Application,None,None,One (1)
WBS000271,5 Very Low,KM0001234,0,9,Monday,application-SAP,None,None,One (1)
WBS000199,3 Medium,KM0000940,0,9,Monday,application-Server Based Application,None,None,One (1)
WBS000091,4 Low,KM0000942,1,9,Monday,computer-Desktop,None,None,One (1)
WBS000093,4 Low,KM0001334,0,9,Monday,application-Desktop Application,None,None,One (1)
WBS000128,4 Low,KM0002059,0,9,Monday,application-Server Based Application,None,None,One (1)
WBS000092,3 Medium,KM0001625,1,9,Monday,application-Desktop Application,None,None,One (1)
WBS000146,4 Low,KM0000274,0,9,Monday,computer-Banking Device,None,None,One (1)
WBS000111,5 Very Low,KM0002029,1,9,Monday,application-Desktop Application,None,None,One (1)
WBS000091,4 Low,KM0002009,1,9,Monday,computer-Laptop,None,None,One (1)
WBS000111,5 Very Low,KM0002029,1,9,Monday,application-Desktop Application,None,None,One (1)
WBS000073,5 Very Low,KM0000711,0,9,Monday,application-Web Based Application,None,None,One (1)
WBS000073,4 Low,KM0000778,1,9,Monday,subapplication-Web Based Application,None,None,One (1)
WBS000111,5 Very Low,KM0002029,1,9,Monday,application-Desktop Application,None,None,One (1)
WBS000092,4 Low,KM0000966,0,9,Monday,application-Desktop Application,None,None,One (1)
WBS000096,4 Low,KM0001026,1,9,Monday,application-Desktop Application,None,None,One (1)
WBS000244,4 Low,KM0000674,0,9,Monday,application-Server Based Application,None,None,One (1)
WBS000091,3 Medium,KM0001012,0,10,Monday,application-Desktop Application,None,None,One (1)
WBS000125,5 Very Low,KM0001158,0,10,Monday,subapplication-Web Based Application,None,None,One (1)
WBS000073,4 Low,KM0000761,0,10,Monday,subapplication-Web Based Application,None,None,One (1)
WBS000237,5 Very Low,KM0002136,0,10,Monday,application-Web Based Application,None,None,One (1)
WBS000073,4 Low,KM0000702,0,11,Monday,subapplication-Web Based Application,None,None,One (1)
WBS000098,3 Medium,KM0001435,0,11,Monday,subapplication-Citrix,None,None,One (1)
WBS000300,3 Medium,KM0001274,1,11,Monday,application-Server Based Application,None,None,One (1)
WBS000073,4 Low,KM0001889,0,9,Monday,application-Client Based Application,None,None,One (1)
WBS000073,4 Low,KM0000815,1,10,Monday,subapplication-Web Based Application,None,None,One (1)
WBS000251,4 Low,KM0000655,0,10,Monday,application-Client Based Application,None,None,One (1)
WBS000096,4 Low,KM0001026,1,10,Monday,application-Desktop Application,None,None,Few (2-5)
WBS000099,4 Low,KM0000224,0,10,Monday,application-Server Based Application,None,None,One (1)
WBS000073,4 Low,KM0001772,0,10,Monday,application-Server Based Application,None,None,One (1)
WBS000073,4 Low,KM0001147,1,10,Monday,subapplication-Web Based Application,None,None,Few (2-5)
WBS000073,5 Very Low,KM0001874,0,10,Monday,application-Web Based Application,None,None,One (1)
WBS000092,4 Low,KM0001515,0,10,Monday,application-Desktop Application,None,None,Few (2-5)
WBS000094,5 Very Low,KM0001655,0,10,Monday,application-Desktop Application,None,None,One (1)
WBS000217,3 Medium,KM0001145,1,11,Monday,application-Desktop Application,None,None,One (1)
WBS000073,4 Low,KM0001681,1,11,Monday,application-Server Based Application,None,None,Few (2-5)
WBS000016,3 Medium,KM0000938,0,11,Monday,application-Server Based Application,None,None,One (1)
WBS000223,4 Low,KM0001308,0,11,Monday,application-Server Based Application,None,None,Few (2-5)
WBS000091,3 Medium,KM0001955,1,11,Monday,computer-Laptop,None,None,One (1)
WBS000111,5 Very Low,KM0002029,0,11,Monday,application-Desktop Application,None,None,One (1)
WBS000098,4 Low,KM0001435,1,11,Monday,subapplication-Citrix,None,None,One (1)
WBS000096,4 Low,KM0001026,0,11,Monday,application-Desktop Application,None,None,One (1)
WBS000073,4 Low,KM0001147,0,11,Monday,subapplication-Web Based Application,None,None,One (1)
WBS000128,4 Low,KM0002125,0,12,Monday,storage-SAN,None,None,One (1)
WBS000073,4 Low,KM0002147,1,12,Monday,application-Server Based Application,None,None,One (1)
WBS000073,4 Low,KM0000705,0,12,Monday,subapplication-Web Based Application,None,None,One (1)
WBS000263,5 Very Low,KM0001105,0,13,Monday,application-Server Based Application,None,None,One (1)
WBS000015,5 Very Low,KM0000455,1,13,Monday,subapplication-Web Based Application,None,None,One (1)
WBS000073,4 Low,KM0001179,0,13,Monday,subapplication-Web Based Application,None,None,Few (2-5)
WBS000073,4 Low,KM0000702,0,13,Monday,subapplication-Web Based Application,None,None,One (1)
WBS000073,5 Very Low,KM0000795,0,10,Monday,subapplication-Web Based Application,None,None,One (1)
WBS000053,4 Low,KM0000367,0,10,Monday,application-Server Based Application,None,None,One (1)
WBS000152,5 Very Low,KM0001792,0,10,Monday,application-Server Based Application,None,None,One (1)
WBS000263,4 Low,KM0001106,0,10,Monday,application-Server Based Application,None,None,One (1)
WBS000023,3 Medium,KM0000940,0,10,Monday,application-Server Based Application,None,None,One (1)
WBS000098,4 Low,KM0000918,0,10,Monday,application-Citrix,None,None,One (1)
WBS000263,4 Low,KM0001106,1,10,Monday,application-Server Based Application,None,None,Few (2-5)
WBS000073,5 Very Low,KM0000720,0,10,Monday,application-Web Based Application,None,None,One (1)
WBS000073,4 Low,KM0000707,0,11,Monday,subapplication-Web Based Application,None,None,One (1)
WBS000091,5 Very Low,KM0000315,0,11,Monday,computer-Laptop,None,None,One (1)
WBS000148,3 Medium,KM0001863,1,11,Monday,application-Web Based Application,None,None,One (1)
WBS000072,3 Medium,KM0001214,1,11,Monday,application-Server Based Application,None,None,Few (2-5)
WBS000263,4 Low,KM0001106,1,11,Monday,application-Server Based Application,None,None,One (1)
WBS000318,4 Low,KM0001401,0,11,Monday,application-Web Based Application,None,None,One (1)
WBS000073,4 Low,KM0001363,0,11,Monday,application-Server Based Application,None,None,One (1)
WBS000128,4 Low,KM0000036,0,11,Monday,storage-SAN,None,None,One (1)
WBS000281,3 Medium,KM0000879,0,11,Monday,networkcomponents-Switch,None,None,One (1)
WBS000073,4 Low,KM0001817,1,11,Monday,application-Server Based Application,None,None,One (1)
WBS000073,4 Low,KM0000702,0,11,Monday,subapplication-Web Based Application,None,None,One (1)
WBS000073,4 Low,KM0002043,0,11,Monday,application-Web Based Application,None,None,One (1)
WBS000073,4 Low,KM0000702,0,11,Monday,subapplication-Web Based Application,None,None,One (1)
WBS000263,4 Low,KM0001106,1,11,Monday,application-Server Based Application,None,None,One (1)
WBS000073,4 Low,KM0000778,1,12,Monday,subapplication-Web Based Application,None,None,Few (2-5)
WBS000073,5 Very Low,KM0001079,0,12,Monday,application-Web Based Application,None,None,Few (2-5)
WBS000264,5 Very Low,KM0001622,0,12,Monday,application-Server Based Application,None,None,One (1)
WBS000043,3 Medium,KM0001763,1,12,Monday,application-Server Based Application,None,None,One (1)
WBS000073,4 Low,KM0000702,0,12,Monday,subapplication-Web Based Application,None,None,One (1)
WBS000073,4 Low,KM0000702,0,12,Monday,subapplication-Web Based Application,None,None,One (1)
WBS000013,3 Medium,KM0000052,0,12,Monday,application-Server Based Application,None,None,One (1)
WBS000191,5 Very Low,KM0000263,0,12,Monday,application-Server Based Application,None,None,One (1)
WBS000073,4 Low,KM0000702,0,12,Monday,subapplication-Web Based Application,None,None,One (1)
WBS000073,4 Low,KM0001363,0,12,Monday,application-Server Based Application,None,None,One (1)
WBS000053,4 Low,KM0000366,0,12,Monday,application-Server Based Application,None,None,One (1)
WBS000073,5 Very Low,KM0001965,0,13,Monday,application-Server Based Application,None,One,One (1)
WBS000073,5 Very Low,KM0001965,0,13,Monday,application-Server Based Application,None,One,One (1)
WBS000264,5 Very Low,KM0001622,1,13,Monday,application-Server Based Application,None,None,One (1)
WBS000023,4 Low,KM0000134,0,13,Monday,application-Server Based Application,None,None,One (1)
WBS000073,5 Very Low,KM0001559,0,13,Monday,application-Server Based Application,None,None,One (1)
WBS000244,4 Low,KM0000674,0,11,Monday,application-Server Based Application,None,None,Few (2-5)
WBS000133,3 Medium,KM0001879,1,12,Monday,application-Desktop Application,None,None,One (1)
WBS000223,4 Low,KM0000060,1,12,Monday,application-Server Based Application,None,None,Few (2-5)
WBS000073,4 Low,KM0002043,0,12,Monday,application-Web Based Application,None,None,One (1)
WBS000073,4 Low,KM0001736,0,12,Monday,subapplication-Web Based Application,None,None,One (1)
WBS000073,5 Very Low,KM0001707,0,12,Monday,application-Client Based Application,None,None,One (1)
WBS000199,3 Medium,KM0000940,0,12,Monday,computer-zOS Cluster,None,None,One (1)
WBS000091,5 Very Low,KM0001446,1,12,Monday,computer-Desktop,None,None,One (1)
WBS000073,4 Low,KM0001364,0,12,Monday,application-Server Based Application,None,None,One (1)
WBS000073,4 Low,KM0001866,0,12,Monday,application-Server Based Application,None,None,One (1)
WBS000073,4 Low,KM0000741,0,12,Monday,subapplication-Web Based Application,None,None,One (1)
WBS000073,4 Low,KM0001245,0,12,Monday,application-Web Based Application,None,None,One (1)
WBS000073,5 Very Low,KM0001981,1,13,Monday,application-Web Based Application,None,None,Few (2-5)
WBS000073,4 Low,KM0000702,1,13,Monday,subapplication-Web Based Application,None,None,One (1)
WBS000251,4 Low,KM0000655,1,13,Monday,application-Client Based Application,None,None,One (1)
WBS000073,4 Low,KM0001179,0,13,Monday,subapplication-Web Based Application,None,None,One (1)
WBS000073,4 Low,KM0001681,0,13,Monday,application-Server Based Application,None,None,One (1)
WBS000152,5 Very Low,KM0000075,0,14,Monday,application-Web Based Application,None,None,One (1)
WBS000091,5 Very Low,KM0000315,0,14,Monday,computer-Laptop,None,None,One (1)
WBS000073,4 Low,KM0000741,0,14,Monday,subapplication-Web Based Application,None,None,One (1)
WBS000073,4 Low,KM0001685,0,14,Monday,application-Web Based Application,None,None,One (1)
WBS000073,4 Low,KM0001736,0,14,Monday,subapplication-Web Based Application,None,None,One (1)
WBS000199,4 Low,KM0001220,0,14,Monday,application-Server Based Application,None,None,One (1)
WBS000091,4 Low,KM0002009,0,14,Monday,computer-Laptop,None,None,One (1)
WBS000015,4 Low,KM0000456,1,14,Monday,subapplication-Web Based Application,None,None,One (1)
WBS000091,4 Low,KM0000966,1,15,Monday,computer-Laptop,None,None,One (1)
WBS000128,4 Low,KM0002126,0,15,Monday,storage-SAN,None,None,Few (2-5)
WBS000073,5 Very Low,KM0000711,1,15,Monday,application-Web Based Application,None,None,One (1)
WBS000073,5 Very Low,KM0000784,0,11,Monday,application-Web Based Application,None,None,One (1)
WBS000263,4 Low,KM0001106,1,12,Monday,application-Server Based Application,None,None,One (1)
WBS000091,5 Very Low,KM0001444,1,12,Monday,computer-Laptop,None,None,One (1)
WBS000073,3 Medium,KM0000741,0,12,Monday,subapplication-Web Based Application,None,One,One (1)
WBS000073,4 Low,KM0000819,0,12,Monday,application-Web Based Application,None,None,One (1)
WBS000172,5 Very Low,KM0001979,0,12,Monday,application-Web Based Application,None,None,One (1)
WBS000093,4 Low,KM0000340,0,13,Monday,application-Desktop Application,None,None,One (1)
WBS000092,4 Low,KM0001019,1,13,Monday,application-Desktop Application,None,None,One (1)
WBS000073,4 Low,KM0001866,1,13,Monday,application-Server Based Application,None,None,Few (2-5)
WBS000152,5 Very Low,KM0000075,0,13,Monday,application-Web Based Application,None,None,One (1)
WBS000318,5 Very Low,KM0001417,0,13,Monday,application-Web Based Application,None,None,One (1)
WBS000073,4 Low,KM0000741,0,13,Monday,subapplication-Web Based Application,None,None,One (1)
WBS000048,5 Very Low,KM0000310,0,13,Monday,application-Server Based Application,None,None,One (1)
WBS000048,5 Very Low,KM0000310,0,14,Monday,application-Server Based Application,None,None,One (1)
WBS000073,4 Low,KM0001915,0,14,Monday,application-Server Based Application,None,None,One (1)
WBS000091,4 Low,KM0002031,0,14,Monday,computer-Laptop,None,None,One (1)
WBS000014,3 Medium,KM0000426,1,14,Monday,application-Server Based Application,None,One,One (1)
WBS000092,5 Very Low,KM0000506,0,14,Monday,application-Desktop Application,None,None,One (1)
WBS000199,3 Medium,KM0000940,0,14,Monday,software-System Software,None,None,One (1)
WBS000073,4 Low,KM0000767,0,14,Monday,subapplication-Web Based Application,None,None,One (1)
WBS000091,5 Very Low,KM0001447,1,13,Monday,computer-Laptop,None,None,One (1)
WBS000285,2 High,KM0000379,0,13,Monday,application-Server Based Application,None,None,One (1)
WBS000066,4 Low,KM0000931,0,13,Monday,subapplication-Web Based Application,None,None,One (1)
WBS000073,4 Low,KM0001363,1,14,Monday,application-Server Based Application,None,None,One (1)
WBS000092,4 Low,KM0000506,1,14,Monday,application-Desktop Application,None,None,One (1)
WBS000073,4 Low,KM0000702,0,14,Monday,subapplication-Web Based Application,None,None,One (1)
WBS000110,4 Low,KM0000833,0,14,Monday,application-Desktop Application,None,None,One (1)
WBS000073,4 Low,KM0001736,0,14,Monday,subapplication-Web Based Application,None,None,One (1)
WBS000088,4 Low,KM0000611,1,15,Monday,application-Web Based Application,None,None,One (1)
WBS000073,4 Low,KM0001736,0,15,Monday,subapplication-Web Based Application,None,None,One (1)
WBS000263,5 Very Low,KM0001826,0,15,Monday,application-Server Based Application,None,None,One (1)
WBS000091,5 Very Low,KM0001447,0,15,Monday,computer-Laptop,None,None,One (1)
WBS000092,5 Very Low,KM0001625,1,15,Monday,application-Desktop Application,None,None,Few (2-5)
WBS000073,4 Low,KM0001363,0,15,Monday,application-Server Based Application,None,None,One (1)
WBS000073,4 Low,KM0000720,0,15,Monday,application-Web Based Application,None,None,One (1)
WBS000326,3 Medium,KM0001491,1,16,Monday,officeelectronics-Scanner,None,None,Few (2-5)
WBS000073,4 Low,KM0000778,1,16,Monday,subapplication-Web Based Application,None,None,One (1)
WBS000263,4 Low,KM0001106,1,16,Monday,application-Server Based Application,None,None,One (1)
WBS000307,3 Medium,KM0001350,0,16,Monday,application-Server Based Application,None,None,One (1)
WBS000073,4 Low,KM0000705,0,16,Monday,subapplication-Web Based Application,None,None,One (1)
WBS000070,3 Medium,KM0000606,1,17,Monday,application-Server Based Application,None,None,One (1)
WBS000091,5 Very Low,KM0001444,0,17,Monday,computer-Laptop,None,None,One (1)
WBS000073,4 Low,KM0001007,0,13,Monday,application-Web Based Application,None,None,One (1)
WBS000073,4 Low,KM0001580,0,13,Monday,application-Client Based Application,None,None,None (0)
WBS000073,4 Low,KM0000702,0,14,Monday,subapplication-Web Based Application,None,None,One (1)
WBS000073,4 Low,KM0001364,0,14,Monday,application-Server Based Application,None,None,One (1)
WBS000073,4 Low,KM0001314,1,14,Monday,application-Server Based Application,None,None,One (1)
WBS000073,4 Low,KM0001609,0,14,Monday,application-Web Based Application,None,None,One (1)
WBS000263,5 Very Low,KM0001106,1,14,Monday,application-Server Based Application,None,None,One (1)
WBS000263,4 Low,KM0001106,1,14,Monday,application-Server Based Application,One,None,One (1)
WBS000073,5 Very Low,KM0000794,0,14,Monday,application-Web Based Application,None,None,One (1)
WBS000073,4 Low,KM0001930,0,14,Monday,application-Server Based Application,None,None,One (1)
WBS000073,4 Low,KM0001685,0,14,Monday,application-Web Based Application,None,None,One (1)
WBS000092,3 Medium,KM0001625,0,15,Monday,application-Desktop Application,None,None,One (1)
WBS000013,3 Medium,KM0000052,0,15,Monday,application-Server Based Application,None,None,One (1)
WBS000091,5 Very Low,KM0001447,1,15,Monday,computer-Laptop,None,None,One (1)
WBS000023,3 Medium,KM0000940,0,15,Monday,application-Server Based Application,None,None,One (1)
WBS000016,3 Medium,KM0000938,0,15,Monday,application-Server Based Application,None,None,One (1)
WBS000073,4 Low,KM0000748,0,15,Monday,subapplication-Web Based Application,None,None,One (1)
WBS000264,5 Very Low,KM0001622,0,15,Monday,application-Server Based Application,None,None,One (1)
WBS000073,4 Low,KM0001363,1,16,Monday,application-Server Based Application,None,None,Few (2-5)
WBS000073,5 Very Low,KM0000711,0,16,Monday,application-Web Based Application,None,None,One (1)
WBS000073,4 Low,KM0001539,0,16,Monday,application-Server Based Application,None,None,One (1)
WBS000073,4 Low,KM0000848,0,16,Monday,subapplication-Web Based Application,None,None,One (1)
WBS000318,4 Low,KM0001401,0,16,Monday,application-Web Based Application,None,None,One (1)
WBS000073,4 Low,KM0000744,0,17,Monday,subapplication-Web Based Application,None,None,One (1)
WBS000013,3 Medium,KM0000895,0,18,Monday,application-Server Based Application,None,None,One (1)
WBS000013,3 Medium,KM0000895,0,21,Monday,application-Server Based Application,None,None,One (1)
WBS000091,5 Very Low,KM0001443,0,8,Tuesday,computer-Desktop,None,None,One (1)
WBS000073,5 Very Low,KM0000711,0,14,Monday,application-Web Based Application,None,None,One (1)
WBS000073,4 Low,KM0001363,1,14,Monday,application-Server Based Application,None,None,One (1)
